Sexo;Comunidades y Ciudades Autónomas;Nacionalidad;Periodo;Total
Mujeres;03 Asturias, Principado de;Española;2009T2;14,22
Mujeres;03 Asturias, Principado de;Española;2009T1;13,61
Mujeres;03 Asturias, Principado de;Española;2008T4;11,38
Mujeres;03 Asturias, Principado de;Española;2008T3;9,48
Mujeres;03 Asturias, Principado de;Española;2008T2;9,26
Mujeres;03 Asturias, Principado de;Española;2008T1;10,72
Mujeres;03 Asturias, Principado de;Española;2007T4;9,64
Mujeres;03 Asturias, Principado de;Española;2007T3;8,72
Mujeres;03 Asturias, Principado de;Española;2007T2;11,44
Mujeres;03 Asturias, Principado de;Española;2007T1;11,94
Mujeres;03 Asturias, Principado de;Española;2006T4;10,67
Mujeres;03 Asturias, Principado de;Española;2006T3;12,08
Mujeres;03 Asturias, Principado de;Española;2006T2;11,18
Mujeres;03 Asturias, Principado de;Española;2006T1;13,75
Mujeres;03 Asturias, Principado de;Española;2005T4;12,64
Mujeres;03 Asturias, Principado de;Española;2005T3;12,28
Mujeres;03 Asturias, Principado de;Española;2005T2;13,44
Mujeres;03 Asturias, Principado de;Española;2005T1;13,28
Mujeres;03 Asturias, Principado de;Española;2004T4;14,75
Mujeres;03 Asturias, Principado de;Española;2004T3;11,99
Mujeres;03 Asturias, Principado de;Española;2004T2;14,75
Mujeres;03 Asturias, Principado de;Española;2004T1;16,45
Mujeres;03 Asturias, Principado de;Española;2003T4;14,24
Mujeres;03 Asturias, Principado de;Española;2003T3;16,37
Mujeres;03 Asturias, Principado de;Española;2003T2;16,08
Mujeres;03 Asturias, Principado de;Española;2003T1;17,4
Mujeres;03 Asturias, Principado de;Española;2002T4;14,53
Mujeres;03 Asturias, Principado de;Española;2002T3;13,16
Mujeres;03 Asturias, Principado de;Española;2002T2;14,78
Mujeres;03 Asturias, Principado de;Española;2002T1;13,07
Mujeres;03 Asturias, Principado de;Extranjera: Total;2025T4;19,36
Mujeres;03 Asturias, Principado de;Extranjera: Total;2025T3;13,33
Mujeres;03 Asturias, Principado de;Extranjera: Total;2025T2;18,52
Mujeres;03 Asturias, Principado de;Extranjera: Total;2025T1;20,32
Mujeres;03 Asturias, Principado de;Extranjera: Total;2024T4;28,05
Mujeres;03 Asturias, Principado de;Extranjera: Total;2024T3;19,94
Mujeres;03 Asturias, Principado de;Extranjera: Total;2024T2;28,7
Mujeres;03 Asturias, Principado de;Extranjera: Total;2024T1;23,94
Mujeres;03 Asturias, Principado de;Extranjera: Total;2023T4;16,72
Mujeres;03 Asturias, Principado de;Extranjera: Total;2023T3;35,21
Mujeres;03 Asturias, Principado de;Extranjera: Total;2023T2;31,84
Mujeres;03 Asturias, Principado de;Extranjera: Total;2023T1;27,79
Mujeres;03 Asturias, Principado de;Extranjera: Total;2022T4;36,44
Mujeres;03 Asturias, Principado de;Extranjera: Total;2022T3;16,57
Mujeres;03 Asturias, Principado de;Extranjera: Total;2022T2;21,91
Mujeres;03 Asturias, Principado de;Extranjera: Total;2022T1;35,12
Mujeres;03 Asturias, Principado de;Extranjera: Total;2021T4;20,55
Mujeres;03 Asturias, Principado de;Extranjera: Total;2021T3;23,69
Mujeres;03 Asturias, Principado de;Extranjera: Total;2021T2;23,57
Mujeres;03 Asturias, Principado de;Extranjera: Total;2021T1;28,37
Mujeres;03 Asturias, Principado de;Extranjera: Total;2020T4;32,98
Mujeres;03 Asturias, Principado de;Extranjera: Total;2020T3;33,19
Mujeres;03 Asturias, Principado de;Extranjera: Total;2020T2;26,87
Mujeres;03 Asturias, Principado de;Extranjera: Total;2020T1;17,18
Mujeres;03 Asturias, Principado de;Extranjera: Total;2019T4;28,85
Mujeres;03 Asturias, Principado de;Extranjera: Total;2019T3;39,5
Mujeres;03 Asturias, Principado de;Extranjera: Total;2019T2;37,19
Mujeres;03 Asturias, Principado de;Extranjera: Total;2019T1;45,43
Mujeres;03 Asturias, Principado de;Extranjera: Total;2018T4;38,42
Mujeres;03 Asturias, Principado de;Extranjera: Total;2018T3;37,13
Mujeres;03 Asturias, Principado de;Extranjera: Total;2018T2;39,2
Mujeres;03 Asturias, Principado de;Extranjera: Total;2018T1;49,95
Mujeres;03 Asturias, Principado de;Extranjera: Total;2017T4;31,97
Mujeres;03 Asturias, Principado de;Extranjera: Total;2017T3;24,08
Mujeres;03 Asturias, Principado de;Extranjera: Total;2017T2;15,24
Mujeres;03 Asturias, Principado de;Extranjera: Total;2017T1;9,22
Mujeres;03 Asturias, Principado de;Extranjera: Total;2016T4;17,15
Mujeres;03 Asturias, Principado de;Extranjera: Total;2016T3;24,65
Mujeres;03 Asturias, Principado de;Extranjera: Total;2016T2;25,98
Mujeres;03 Asturias, Principado de;Extranjera: Total;2016T1;15,8
Mujeres;03 Asturias, Principado de;Extranjera: Total;2015T4;19,96
Mujeres;03 Asturias, Principado de;Extranjera: Total;2015T3;17,66
Mujeres;03 Asturias, Principado de;Extranjera: Total;2015T2;33,66
Mujeres;03 Asturias, Principado de;Extranjera: Total;2015T1;15,63
Mujeres;03 Asturias, Principado de;Extranjera: Total;2014T4;27,94
Mujeres;03 Asturias, Principado de;Extranjera: Total;2014T3;22,84
Mujeres;03 Asturias, Principado de;Extranjera: Total;2014T2;33,77
Mujeres;03 Asturias, Principado de;Extranjera: Total;2014T1;39,7
Mujeres;03 Asturias, Principado de;Extranjera: Total;2013T4;40,91
Mujeres;03 Asturias, Principado de;Extranjera: Total;2013T3;37,49
Mujeres;03 Asturias, Principado de;Extranjera: Total;2013T2;39,62
Mujeres;03 Asturias, Principado de;Extranjera: Total;2013T1;51,99
Mujeres;03 Asturias, Principado de;Extranjera: Total;2012T4;43,56
Mujeres;03 Asturias, Principado de;Extranjera: Total;2012T3;33,46
Mujeres;03 Asturias, Principado de;Extranjera: Total;2012T2;31,55
Mujeres;03 Asturias, Principado de;Extranjera: Total;2012T1;35,18
Mujeres;03 Asturias, Principado de;Extranjera: Total;2011T4;27,02
Mujeres;03 Asturias, Principado de;Extranjera: Total;2011T3;17,33
Mujeres;03 Asturias, Principado de;Extranjera: Total;2011T2;22,58
Mujeres;03 Asturias, Principado de;Extranjera: Total;2011T1;35,96
Mujeres;03 Asturias, Principado de;Extranjera: Total;2010T4;26,98
Mujeres;03 Asturias, Principado de;Extranjera: Total;2010T3;24,96
Mujeres;03 Asturias, Principado de;Extranjera: Total;2010T2;19,18
Mujeres;03 Asturias, Principado de;Extranjera: Total;2010T1;31,3
Mujeres;03 Asturias, Principado de;Extranjera: Total;2009T4;22,69
Mujeres;03 Asturias, Principado de;Extranjera: Total;2009T3;18,39
Mujeres;03 Asturias, Principado de;Extranjera: Total;2009T2;24,9
Mujeres;03 Asturias, Principado de;Extranjera: Total;2009T1;5,43
Mujeres;03 Asturias, Principado de;Extranjera: Total;2008T4;19,68
Mujeres;03 Asturias, Principado de;Extranjera: Total;2008T3;10,02
Mujeres;03 Asturias, Principado de;Extranjera: Total;2008T2;11,03
Mujeres;03 Asturias, Principado de;Extranjera: Total;2008T1;22,46
Mujeres;03 Asturias, Principado de;Extranjera: Total;2007T4;14,56
Mujeres;03 Asturias, Principado de;Extranjera: Total;2007T3;9,41
Mujeres;03 Asturias, Principado de;Extranjera: Total;2007T2;18,51
Mujeres;03 Asturias, Principado de;Extranjera: Total;2007T1;27,77
Mujeres;03 Asturias, Principado de;Extranjera: Total;2006T4;31,07
Mujeres;03 Asturias, Principado de;Extranjera: Total;2006T3;31,39
Mujeres;03 Asturias, Principado de;Extranjera: Total;2006T2;4,64
Mujeres;03 Asturias, Principado de;Extranjera: Total;2006T1;..
Mujeres;03 Asturias, Principado de;Extranjera: Total;2005T4;34,36
Mujeres;03 Asturias, Principado de;Extranjera: Total;2005T3;8,21
Mujeres;03 Asturias, Principado de;Extranjera: Total;2005T2;10,74
Mujeres;03 Asturias, Principado de;Extranjera: Total;2005T1;17,53
Mujeres;03 Asturias, Principado de;Extranjera: Total;2004T4;18,96
Mujeres;03 Asturias, Principado de;Extranjera: Total;2004T3;10,17
Mujeres;03 Asturias, Principado de;Extranjera: Total;2004T2;23,03
Mujeres;03 Asturias, Principado de;Extranjera: Total;2004T1;41,44
Mujeres;03 Asturias, Principado de;Extranjera: Total;2003T4;32,05
Mujeres;03 Asturias, Principado de;Extranjera: Total;2003T3;28,73
Mujeres;03 Asturias, Principado de;Extranjera: Total;2003T2;7,97
Mujeres;03 Asturias, Principado de;Extranjera: Total;2003T1;28,48
Mujeres;03 Asturias, Principado de;Extranjera: Total;2002T4;9,52
Mujeres;03 Asturias, Principado de;Extranjera: Total;2002T3;0
Mujeres;03 Asturias, Principado de;Extranjera: Total;2002T2;0
Mujeres;03 Asturias, Principado de;Extranjera: Total;2002T1;19,65
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2025T4;24,44
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2025T3;15,58
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2025T2;17
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2025T1;27,72
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2024T4;33,33
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2024T3;15,3
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2024T2;9,11
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2024T1;6,26
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2023T4;7,62
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2023T3;47,71
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2023T2;25,87
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2023T1;31,73
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2022T4;25,25
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2022T3;..
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2022T2;25,15
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2022T1;36,51
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2021T4;12,35
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2021T3;30,05
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2021T2;..
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2021T1;32,03
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2020T4;28,13
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2020T3;8,95
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2020T2;30,06
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2020T1;18,13
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2019T4;17,5
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2019T3;29,47
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2019T2;30,84
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2019T1;33,93
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2018T4;21,05
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2018T3;71,84
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2018T2;47,69
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2018T1;63,36
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2017T4;22,96
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2017T3;10,33
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2017T2;6,8
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2017T1;11,97
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2016T4;19,95
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2016T3;25,28
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2016T2;35,76
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2016T1;32,24
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2015T4;10,06
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2015T3;18,85
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2015T2;27,46
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2015T1;15,69
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2014T4;20,95
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2014T3;21,6
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2014T2;29,93
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2014T1;26,52
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2013T4;33,03
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2013T3;24,67
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2013T2;32,9
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2013T1;41,39
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2012T4;32,42
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2012T3;46,77
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2012T2;26,34
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2012T1;15,56
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2011T4;10,71
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2011T3;12,2
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2011T2;29,68
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2011T1;36,76
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2010T4;36,35
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2010T3;24,84
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2010T2;..
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2010T1;11,43
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2009T4;..
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2009T3;..
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2009T2;38,87
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2009T1;..
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2008T4;18,67
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2008T3;11,65
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2008T2;..
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2008T1;24,22
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2007T4;17,51
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2007T3;24,27
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2007T2;18,04
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2007T1;31,73
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2006T4;..
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2006T3;..
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2006T2;..
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2006T1;..
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2005T4;..
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2005T3;..
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2005T2;..
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2005T1;..
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2004T4;57,38
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2004T3;0
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2004T2;58,66
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2004T1;61,13
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2003T4;51,9
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2003T3;100
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2003T2;0
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2003T1;45,82
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2002T4;0
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2002T3;0
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2002T2;0
Mujeres;03 Asturias, Principado de;Extranjera: Unión Europea;2002T1;30,6
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2025T4;18,8
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2025T3;13,07
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2025T2;18,8
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2025T1;18,7
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2024T4;26,79
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2024T3;21,71
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2024T2;36,09
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2024T1;28,32
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2023T4;19,79
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2023T3;30,88
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2023T2;36,69
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2023T1;25,45
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2022T4;42,85
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2022T3;24,7
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2022T2;20,63
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2022T1;34,51
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2021T4;22,96
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2021T3;18,87
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2021T2;35,57
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2021T1;26,43
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2020T4;35,79
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2020T3;43,92
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2020T2;25,94
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2020T1;16,87
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2019T4;31,92
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2019T3;43,4
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2019T2;39,39
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2019T1;48,97
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2018T4;44,72
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2018T3;25,23
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2018T2;34,46
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2018T1;43,31
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2017T4;37,86
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2017T3;30,25
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2017T2;20,39
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2017T1;7,53
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2016T4;14,98
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2016T3;24,22
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2016T2;20,73
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2016T1;12,24
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2015T4;23,24
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2015T3;17,31
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2015T2;36,25
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2015T1;15,59
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2014T4;31
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2014T3;23,4
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2014T2;35,34
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2014T1;46,65
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2013T4;45,76
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2013T3;48,18
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2013T2;44,58
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2013T1;56,82
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2012T4;48,34
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2012T3;28,51
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2012T2;33,93
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2012T1;48,65
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2011T4;39,4
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2011T3;19,9
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2011T2;18,63
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2011T1;35,5
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2010T4;19,93
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2010T3;25,05
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2010T2;28,28
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2010T1;37,57
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2009T4;25,42
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2009T3;21,98
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2009T2;24,02
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2009T1;5,88
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2008T4;19,83
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2008T3;9,73
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2008T2;12,48
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2008T1;22,22
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2007T4;14,09
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2007T3;7,22
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2007T2;18,63
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2007T1;25,82
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2006T4;35,34
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2006T3;33,19
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2006T2;5,13
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2006T1;..
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2005T4;34,36
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2005T3;8,95
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2005T2;12,14
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2005T1;19,55
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2004T4;11,74
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2004T3;11,08
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2004T2;16,07
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2004T1;36,61
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2003T4;26,13
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2003T3;12,31
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2003T2;10,43
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2003T1;24,28
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2002T4;10,35
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2002T3;0
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2002T2;0
Mujeres;03 Asturias, Principado de;Extranjera: No pertenecientes a la Unión Europea;2002T1;14,82
Mujeres;04 Balears, Illes;Total;2025T4;7,55
Mujeres;04 Balears, Illes;Total;2025T3;5,79
Mujeres;04 Balears, Illes;Total;2025T2;7,17
Mujeres;04 Balears, Illes;Total;2025T1;17,03
Mujeres;04 Balears, Illes;Total;2024T4;10,54
Mujeres;04 Balears, Illes;Total;2024T3;6,88
Mujeres;04 Balears, Illes;Total;2024T2;9,28
Mujeres;04 Balears, Illes;Total;2024T1;16,87
Mujeres;04 Balears, Illes;Total;2023T4;11,63
Mujeres;04 Balears, Illes;Total;2023T3;5,97
Mujeres;04 Balears, Illes;Total;2023T2;7,48
Mujeres;04 Balears, Illes;Total;2023T1;18,89
Mujeres;04 Balears, Illes;Total;2022T4;11,56
Mujeres;04 Balears, Illes;Total;2022T3;6,44
Mujeres;04 Balears, Illes;Total;2022T2;10,54
Mujeres;04 Balears, Illes;Total;2022T1;19,35
Mujeres;04 Balears, Illes;Total;2021T4;15,27
Mujeres;04 Balears, Illes;Total;2021T3;10,72
Mujeres;04 Balears, Illes;Total;2021T2;16,26
Mujeres;04 Balears, Illes;Total;2021T1;20,55
Mujeres;04 Balears, Illes;Total;2020T4;18,15
Mujeres;04 Balears, Illes;Total;2020T3;12,62
Mujeres;04 Balears, Illes;Total;2020T2;17,21
Mujeres;04 Balears, Illes;Total;2020T1;22,43
Mujeres;04 Balears, Illes;Total;2019T4;10,47
Mujeres;04 Balears, Illes;Total;2019T3;8,39
Mujeres;04 Balears, Illes;Total;2019T2;15,47
Mujeres;04 Balears, Illes;Total;2019T1;19,82
Mujeres;04 Balears, Illes;Total;2018T4;10,36
Mujeres;04 Balears, Illes;Total;2018T3;6,76
Mujeres;04 Balears, Illes;Total;2018T2;11,24
Mujeres;04 Balears, Illes;Total;2018T1;16,15
Mujeres;04 Balears, Illes;Total;2017T4;11,23
Mujeres;04 Balears, Illes;Total;2017T3;9,16
Mujeres;04 Balears, Illes;Total;2017T2;12,1
Mujeres;04 Balears, Illes;Total;2017T1;17,93
Mujeres;04 Balears, Illes;Total;2016T4;14,76
Mujeres;04 Balears, Illes;Total;2016T3;10,86
Mujeres;04 Balears, Illes;Total;2016T2;14,22
Mujeres;04 Balears, Illes;Total;2016T1;18,2
